Id,llm_author,llm_procedure,llm_tfeu_article,llm_primary_obligation,llm_status
32023R0426,Council,other,215.0,prohibition,ok
32023R1529,Council,other,215.0,prohibition,ok
32023R1695R(03),Commission_implementing,delegated_implementing,,technical_standard,ok
32023R2147,Council,other,215.0,prohibition,ok
32023R2694,Council,other,215.0,prohibition,ok
32023R2878R(04),Council,other,215.0,prohibition,ok
32023R2884,Commission_implementing,delegated_implementing,,technical_standard,ok
32024D1471,Council,other,,obligation,ok
32024D1852,Council,other,207.0,prohibition,ok
32024D2876,Council,other,,obligation,ok
32024R0669,Council,other,215.0,prohibition,ok
32024R0855,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R1109,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R2473,Commission_implementing,delegated_implementing,,obligation,ok
32024R2977R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32025D0435,Council,other,,other,ok
32025L0050,Council,ordinary_legislative,115.0,obligation,ok
32025R0297,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0299,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0390,Council,other,215.0,prohibition,ok
32025R0422,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0796,Commission_implementing,delegated_implementing,,obligation,ok
41990X1214,Council,other,,recommendation,ok
62004CJ0222,Court,judgment,,judicial_ruling,ok
62022TJ0002,Court,judgment,,judicial_ruling,ok
31994D0594,Commission_other,infringement,85.0,prohibition,ok
31994D0663,Commission_other,infringement,85.0,prohibition,ok
31994D0821,Commission_other,other,,technical_standard,ok
31995D0290,Commission_other,delegated_implementing,,technical_standard,ok
31996L0067R(02),Council,ordinary_legislative,84.0,obligation,ok
31996L0071R(06),EP_Council,ordinary_legislative,,obligation,ok
31997R0515R(04),Council,other,,obligation,ok
31998R2533,Council,other,,obligation,ok
31999R0659,Council,other,94.0,obligation,ok
32001L0024R(01),EP_Council,ordinary_legislative,47.0,obligation,ok
32001L0029R(08),EP_Council,ordinary_legislative,95.0,obligation,ok
32001R0761,EP_Council,ordinary_legislative,175.0,other,ok
32002L0020,EP_Council,ordinary_legislative,95.0,obligation,ok
32002L0065,EP_Council,ordinary_legislative,95.0,obligation,ok
32002R0881R(02),Council,other,,prohibition,ok
32003L0004R(01),EP_Council,ordinary_legislative,175.0,obligation,ok
32003L0049R(01),Council,ordinary_legislative,94.0,obligation,ok
32003L0059,EP_Council,ordinary_legislative,71.0,obligation,ok
32003L0086R(04),Council,ordinary_legislative,63.0,obligation,ok
32004L0038R(11),EP_Council,ordinary_legislative,21.0,obligation,ok
32004R0261,EP_Council,ordinary_legislative,80.0,obligation,ok
32004R0805R(06),EP_Council,ordinary_legislative,61.0,other,ok
32004R2182,Council,ordinary_legislative,123.0,prohibition,ok
32005L0068,EP_Council,ordinary_legislative,47.0,obligation,ok
32006L0022,EP_Council,ordinary_legislative,71.0,obligation,ok
32006L0049,EP_Council,ordinary_legislative,47.0,obligation,ok
32006R0166,EP_Council,ordinary_legislative,175.0,obligation,ok
32006R1794,Commission_other,delegated_implementing,,obligation,ok
32006R1893R(02),EP_Council,ordinary_legislative,285.0,technical_standard,ok
32006R1896R(08),EP_Council,ordinary_legislative,61.0,other,ok
32007D0124,Council,other,308.0,obligation,ok
32007L0066,EP_Council,ordinary_legislative,95.0,obligation,ok
32008D0768R(02),EP_Council,ordinary_legislative,95.0,technical_standard,ok
32008L0006R(03),EP_Council,ordinary_legislative,95.0,obligation,ok
32008L0050R(05),EP_Council,ordinary_legislative,175.0,obligation,ok
32008R0593R(01),EP_Council,ordinary_legislative,251.0,obligation,ok
32009D0937R(01),Council,other,240.0,other,ok
32009E0137,Council,other,,other,ok
32009L0048,EP_Council,ordinary_legislative,95.0,technical_standard,ok
32009L0071R(01),Council,other,,obligation,ok
32009L0138R(01),EP_Council,ordinary_legislative,47.0,obligation,ok
32009R0116R(01),Council,other,133.0,prohibition,ok
32009R1060R(01),EP_Council,ordinary_legislative,95.0,obligation,ok
32009R1107R(01),EP_Council,ordinary_legislative,95.0,obligation,ok
32011R1178R(10),Commission_other,delegated_implementing,,technical_standard,ok
32012O0021,Other,other,,technical_standard,ok
32012R0612,Commission_other,delegated_implementing,,technical_standard,ok
32012R0748R(15),Commission_implementing,delegated_implementing,,technical_standard,ok
32012R1011R(02),Other,other,,obligation,ok
32013R0305,Commission_delegated,delegated_implementing,,technical_standard,ok
32013R0543R(02),Commission_other,delegated_implementing,,technical_standard,ok
32013R1073,Other,other,,obligation,ok
32013R1336,Commission_other,delegated_implementing,,technical_standard,ok
32014R0139R(11),Commission_implementing,delegated_implementing,,technical_standard,ok
32014R0184,Commission_implementing,delegated_implementing,,technical_standard,ok
32014R0312R(02),Commission_other,delegated_implementing,,technical_standard,ok
32014R0964,Commission_implementing,delegated_implementing,,technical_standard,ok
32014R1048R(01),Commission_delegated,delegated_implementing,,obligation,ok
32014R1300R(07),Commission_other,delegated_implementing,,technical_standard,ok
32015R0035R(09),Commission_delegated,delegated_implementing,,technical_standard,ok
32015R0063R(04),Commission_delegated,delegated_implementing,,obligation,ok
32015R0171,Commission_implementing,delegated_implementing,,technical_standard,ok
32015R0340R(11),Commission_implementing,delegated_implementing,,technical_standard,ok
32015R1222R(03),Commission_implementing,delegated_implementing,,technical_standard,ok
32015R1501R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32015R1998,Commission_implementing,delegated_implementing,,technical_standard,ok
32015R2447R(13),Commission_implementing,delegated_implementing,291.0,technical_standard,ok
32016D0421,Commission_implementing,delegated_implementing,,obligation,ok
32016D0610,Council,other,,other,ok
32016D0849R(01),Council,other,,prohibition,ok
32016R1104R(01),Council,ordinary_legislative,81.0,obligation,ok
32017R1443,Commission_implementing,delegated_implementing,,technical_standard,ok
32017R1509R(02),Council,other,215.0,prohibition,ok
32017R2063,Council,other,215.0,prohibition,ok
32018D0142,Commission_implementing,delegated_implementing,,technical_standard,ok
32018D1867,Council,other,,other,ok
32018R1795,Commission_implementing,delegated_implementing,,technical_standard,ok
32018R2067,Commission_implementing,delegated_implementing,,technical_standard,ok
32019R2014R(02),Commission_delegated,delegated_implementing,,technical_standard,ok
32019R2023R(03),Commission_other,delegated_implementing,114.0,technical_standard,ok
32020D0155,Council,other,218.0,obligation,ok
32020D2255R(01),Commission_other,other,,obligation,ok
32020R0521,Council,other,122.0,obligation,ok
32020R0683,Commission_implementing,delegated_implementing,,technical_standard,ok
32020R1212,Commission_delegated,delegated_implementing,,technical_standard,ok
32021D1442,Other,other,,obligation,ok
32021D1710,Council,other,48.0,obligation,ok
32021H0946,Commission_other,recommendation,292.0,recommendation,ok
32021R0451R(04),Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0578R(01),Council,other,,prohibition,ok
32022D1964,Council,other,,obligation,ok
32022L0542R(03),Council,ordinary_legislative,113.0,obligation,ok
32022R0576R(05),Council,other,215.0,prohibition,ok
32022R0699,Commission_delegated,delegated_implementing,,prohibition,ok
32023D0375,Commission_other,other,,obligation,ok
32023D2193,Council,other,217.0,obligation,ok
32023R0427R(05),Council,other,215.0,prohibition,ok
32024D0583,Council,other,,other,ok
32024D1744R(04),Council,other,,prohibition,ok
32024D2034,Council,other,,obligation,ok
32024R0587,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R1866,Commission_implementing,delegated_implementing,,obligation,ok
32024R2163,Commission_implementing,delegated_implementing,,obligation,ok
32024R2642R(03),Council,other,215.0,prohibition,ok
32025D0609,Council,other,,other,ok
41989X0223,Council,other,,recommendation,ok
62011TJ0538,Court,judgment,,judicial_ruling,ok
32019R0452,EP_Council,ordinary_legislative,207.0,obligation,ok
32019R0452R(01),EP_Council,ordinary_legislative,207.0,obligation,ok
31964D0390,Council,other,,other,ok
31996R0902,Commission_other,delegated_implementing,,technical_standard,ok
32006D0267,Council,other,,other,ok
32006R0066,Commission_other,other,,other,ok
32010L0040R(02),EP_Council,ordinary_legislative,91.0,obligation,ok
32010R0913,EP_Council,ordinary_legislative,91.0,obligation,ok
32010R0913R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32014L0051R(07),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0051R(09),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0061R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32014R0514,EP_Council,ordinary_legislative,,obligation,ok
32015L0849R(04),EP_Council,ordinary_legislative,114.0,obligation,ok
32015R2120R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32016L1919R(01),EP_Council,ordinary_legislative,82.0,obligation,ok
32018L1581,Commission_implementing,delegated_implementing,,obligation,ok
32019R0943,EP_Council,ordinary_legislative,194.0,obligation,ok
32020R1056R(04),EP_Council,ordinary_legislative,91.0,obligation,ok
32021R0697R(02),EP_Council,ordinary_legislative,173.0,obligation,ok
32022L0362R(02),EP_Council,ordinary_legislative,91.0,obligation,ok
32022L2555R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32022R1032R(02),EP_Council,ordinary_legislative,194.0,obligation,ok
32022R2554R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32023R0435,EP_Council,ordinary_legislative,175.0,obligation,ok
32024L2839,EP_Council,ordinary_legislative,114.0,obligation,ok
31983H0419,Council,recommendation,,recommendation,ok
32011L0076R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32013D1313R(03),EP_Council,ordinary_legislative,196.0,obligation,ok
32015L2366,EP_Council,ordinary_legislative,114.0,obligation,ok
32017R1084,Commission_other,delegated_implementing,107.0,prohibition,ok
32017R1084R(04),Commission_other,delegated_implementing,107.0,prohibition,ok
32018L1972R(03),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R0503,EP_Council,ordinary_legislative,91.0,obligation,ok
32019R2175R(02),EP_Council,ordinary_legislative,114.0,other,ok
32020D2228,EP_Council,ordinary_legislative,91.0,other,ok
32022R2554R(05),EP_Council,ordinary_legislative,114.0,obligation,ok
32023D2671,EP_Council,ordinary_legislative,196.0,obligation,ok
32023R1525,EP_Council,ordinary_legislative,114.0,obligation,ok
32024O2798,Other,other,127.0,obligation,ok
32024R1183R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32024R1679,EP_Council,ordinary_legislative,172.0,obligation,ok
31992D0610,Council,other,,other,ok
32008D0545,Council,other,,obligation,ok
32010L0013R(02),EP_Council,ordinary_legislative,53.0,obligation,ok
32012L0034R(04),EP_Council,ordinary_legislative,91.0,obligation,ok
32012L0034R(08),EP_Council,ordinary_legislative,91.0,obligation,ok
32014L0051R(04),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0053R(01),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014R0909R(07),EP_Council,ordinary_legislative,114.0,obligation,ok
32016L0800,EP_Council,ordinary_legislative,82.0,obligation,ok
32017R1084R(02),Commission_other,delegated_implementing,107.0,prohibition,ok
32018L1808R(02),EP_Council,ordinary_legislative,53.0,obligation,ok
32018R1999R(01),EP_Council,ordinary_legislative,192.0,obligation,ok
32019R0630R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R0881R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R0881R(03),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R0881R(06),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R1148R(01),EP_Council,ordinary_legislative,114.0,prohibition,ok
32019R1148R(04),EP_Council,ordinary_legislative,114.0,prohibition,ok
32021L1187,EP_Council,ordinary_legislative,172.0,obligation,ok
32021R0697R(01),EP_Council,ordinary_legislative,173.0,obligation,ok
32021R0782R(04),EP_Council,ordinary_legislative,91.0,obligation,ok
32022L0362R(03),EP_Council,ordinary_legislative,91.0,obligation,ok
32023L2661,EP_Council,ordinary_legislative,91.0,obligation,ok
32025R0037,EP_Council,ordinary_legislative,114.0,obligation,ok
32025R0038R(01),EP_Council,ordinary_legislative,173.0,obligation,ok
31987H0371,Council,recommendation,,recommendation,ok
31989D0630,Council,other,116.0,technical_standard,ok
32004D0821,Council,other,,other,ok
32011L0076,EP_Council,ordinary_legislative,91.0,obligation,ok
32012L0034R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32013D1313R(04),EP_Council,ordinary_legislative,196.0,other,ok
32013L0048,EP_Council,ordinary_legislative,82.0,obligation,ok
32013L0048R(01),EP_Council,ordinary_legislative,82.0,obligation,ok
32014D0016,Council,other,,other,ok
32014L0051R(06),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0053R(03),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014L0061,EP_Council,ordinary_legislative,114.0,obligation,ok
32015D0611,Council,other,,other,ok
32015L0849R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32015L2366R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32015L2366R(04),EP_Council,ordinary_legislative,114.0,obligation,ok
32018L1972R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32018R1999R(03),EP_Council,ordinary_legislative,192.0,obligation,ok
32019D0504R(01),EP_Council,ordinary_legislative,192.0,obligation,ok
32019R0881R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32021R0887,EP_Council,ordinary_legislative,173.0,obligation,ok
32022O0067,Other,other,127.0,obligation,ok
32022R1032,EP_Council,ordinary_legislative,194.0,obligation,ok
31977H0714,Council,recommendation,,recommendation,ok
31984H0549,Council,recommendation,235.0,recommendation,ok
31990R1964,Commission_other,delegated_implementing,,technical_standard,ok
31992D0609,Council,other,,other,ok
32012D0243,EP_Council,ordinary_legislative,114.0,obligation,ok
32012L0034,EP_Council,ordinary_legislative,91.0,obligation,ok
32012L0034R(07),EP_Council,ordinary_legislative,91.0,obligation,ok
32014L0061R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32014R0909R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32015L2366R(07),EP_Council,ordinary_legislative,114.0,obligation,ok
32017R1084R(05),Commission_other,delegated_implementing,107.0,prohibition,ok
32018R1999,EP_Council,ordinary_legislative,192.0,obligation,ok
